tag	module	module_label	model	model_label	sub_model	sub_model_label	key_workflow	feature	detail	fields_ready
Base Odoo	hr_contract	Employee Contracts	res.users	User	auth_totp.device ; hr.employee ; hr.employee.skill ; hr.resume.line ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; res.device ; res.partner ; res.partner.bank ; res.users ; res.users.apikeys ; res.users.log ; res.users.settings ; resource.resource	Authentication Device ; Employee ; Skill level for an employee ; Resume line of an employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Devices ; Contact ; Bank Accounts ; User ; Users API Keys ; Users Log ; User Settings ; Resources	state: new, active | actions: action_open_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_contract	company_id(Many2one), department_id(Many2one), employee_id(Many2one), login(Char), name(Char), notification_type(Selection), partner_id(Many2one), state(Selection)
Base Odoo	hr_contract	Employee Contracts	resource.calendar	Resource Working Time	resource.calendar.attendance ; resource.calendar.leaves	Work Detail ; Resource Time Off Detail	actions: action_open_contracts, switch_calendar_type	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_contract	company_id(Many2one), name(Char), tz(Selection)
Base Odoo	hr_contract	Employee Contracts	resource.calendar.leaves	Resource Time Off Detail	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_contract	company_id(Many2one), date_from(Datetime), date_to(Datetime), name(Char)
Base Odoo	hr_contract	Employee Contracts	resource.resource	Resources	hr.employee ; hr.employee.skill	Employee ; Skill level for an employee	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_contract	company_id(Many2one), department_id(Many2one), employee_id(One2many), name(Char), resource_type(Selection), time_efficiency(Float), tz(Selection)
Base Odoo	hr_contract_reports	Employee Contracts Reporting	hr.contract.employee.report	Contract and Employee Analysis Report	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_contract_reports	company_id(Many2one), contract_id(Many2one), date(Date), department_id(Many2one), employee_id(Many2one), wage(Float)
Base Odoo	hr_holidays	Time Off	calendar.event	Calendar Event	calendar.attendee ; mail.activity ; mail.followers ; mail.message	Calendar Attendee Information ; Activity ; Document Followers ; Message	actions: action_join_video_call, action_open_composer, action_send_sms, clear_videocall_location, set_discuss_videocall_location	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	name(Char), show_as(Selection), start(Datetime), stop(Datetime)
Base Odoo	hr_holidays	Time Off	hr.department	Department	hr.department ; hr.employee ; hr.job ; mail.activity ; mail.activity.plan ; mail.followers ; mail.message	Department ; Employee ; Job Position ; Activity ; Activity Plan ; Document Followers ; Message	actions: action_employee_from_department	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), name(Char)
Base Odoo	hr_holidays	Time Off	hr.departure.wizard	Departure Wizard	-	-	actions: action_register_departure	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	departure_date(Date), departure_reason_id(Many2one), employee_id(Many2one)
Base Odoo	hr_holidays	Time Off	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_holidays	Time Off	hr.employee.base	Basic Employee	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), department_id(Many2one), job_id(Many2one), name(Char)
Base Odoo	hr_holidays	Time Off	hr.holidays.cancel.leave	Cancel Time Off Wizard	-	-	actions: action_cancel_leave	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	leave_id(Many2one), reason(Text)
Base Odoo	hr_holidays	Time Off	hr.holidays.summary.employee	HR Time Off Summary Report By Employee	-	-	actions: print_report	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	date_from(Date), holiday_type(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave	Time Off	ir.attachment ; mail.activity ; mail.followers ; mail.message	Attachment ; Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate, cancel | actions: action_approve, action_cancel, action_refuse, action_report_to_next_month, action_reset_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), payslip_state(Selection), state(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave.accrual.level	Accrual Plan Level	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	accrual_plan_id(Many2one), accrual_validity_type(Selection), action_with_unused_accruals(Selection), added_value(Float), added_value_type(Selection), frequency(Selection), start_type(Selection), week_day(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave.accrual.plan	Accrual Plan	hr.leave.accrual.level ; hr.leave.allocation	Accrual Plan Level ; Time Off Allocation	actions: action_open_accrual_plan_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	accrued_gain_time(Selection), carryover_date(Selection), company_id(Many2one), name(Char), transition_mode(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave.allocation	Time Off Allocation	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate | actions: action_approve, action_refuse, action_set_to_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	allocation_type(Selection), date_from(Date), date_to(Date), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave.allocation.generate.multi.wizard	Generate time off allocations for multiple employees	-	-	actions: action_generate_allocations	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	allocation_mode(Selection), allocation_type(Selection), company_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), holiday_status_id(Many2one), name(Char)
Base Odoo	hr_holidays	Time Off	hr.leave.employee.type.report	Time Off Summary / Report	-	-	state: cancel, confirm, refuse, validate1, validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), state(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave.generate.multi.wizard	Generate time off for multiple employees	-	-	actions: action_generate_time_off	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	allocation_mode(Selection), company_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), holiday_status_id(Many2one), name(Char)
Base Odoo	hr_holidays	Time Off	hr.leave.mandatory.day	Mandatory Day	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), end_date(Date), name(Char), start_date(Date)
Base Odoo	hr_holidays	Time Off	hr.leave.report	Time Off Summary / Report	-	-	state: cancel, confirm, refuse, validate1, validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave.report.calendar	Time Off Calendar	-	-	state: cancel, confirm, refuse, validate1, validate | actions: action_approve, action_refuse, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_holidays	Time Off	hr.leave.type	Time Off Type	hr.leave.accrual.plan	Accrual Plan	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), employee_requests(Selection), name(Char), request_unit(Selection), requires_allocation(Selection)
Base Odoo	hr_holidays	Time Off	mail.activity.type	Activity Type	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	chaining_type(Selection), delay_from(Selection), delay_unit(Selection), name(Char)
Base Odoo	hr_holidays	Time Off	mail.message.subtype	Message subtypes	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	name(Char)
Base Odoo	hr_holidays	Time Off	report.hr_holidays.report_holidayssummary	Holidays Summary Report	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	-
Base Odoo	hr_holidays	Time Off	res.partner	Contact	hr.employee ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; res.partner ; res.partner.bank ; res.users	Employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Contact ; Bank Accounts ; User	actions: action_open_employees, create_company, mail_action_blacklist_remove, phone_action_blacklist_remove	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), name(Char)
Base Odoo	hr_holidays	Time Off	res.users	User	auth_totp.device ; hr.employee ; hr.employee.skill ; hr.resume.line ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; res.device ; res.partner ; res.partner.bank ; res.users ; res.users.apikeys ; res.users.log ; res.users.settings ; resource.resource	Authentication Device ; Employee ; Skill level for an employee ; Resume line of an employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Devices ; Contact ; Bank Accounts ; User ; Users API Keys ; Users Log ; User Settings ; Resources	state: new, active | actions: action_open_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), department_id(Many2one), employee_id(Many2one), login(Char), name(Char), notification_type(Selection), partner_id(Many2one), state(Selection)
Base Odoo	hr_holidays	Time Off	resource.calendar	Resource Working Time	resource.calendar.attendance ; resource.calendar.leaves	Work Detail ; Resource Time Off Detail	actions: action_open_contracts, switch_calendar_type	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), name(Char), tz(Selection)
Base Odoo	hr_holidays	Time Off	resource.calendar.leaves	Resource Time Off Detail	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays	company_id(Many2one), date_from(Datetime), date_to(Datetime), name(Char)
Base Odoo	hr_holidays_attendance	HR Attendance Holidays	hr.attendance	Attendance	mail.followers ; mail.message	Document Followers ; Message	actions: action_approve_overtime, action_in_attendance_maps, action_out_attendance_maps, action_refuse_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_attendance	check_in(Datetime), department_id(Many2one), employee_id(Many2one)
Base Odoo	hr_holidays_attendance	HR Attendance Holidays	hr.leave	Time Off	ir.attachment ; mail.activity ; mail.followers ; mail.message	Attachment ; Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate, cancel | actions: action_approve, action_cancel, action_refuse, action_report_to_next_month, action_reset_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_attendance	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), payslip_state(Selection), state(Selection)
Base Odoo	hr_holidays_attendance	HR Attendance Holidays	hr.leave.accrual.level	Accrual Plan Level	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_attendance	accrual_plan_id(Many2one), accrual_validity_type(Selection), action_with_unused_accruals(Selection), added_value(Float), added_value_type(Selection), frequency(Selection), start_type(Selection), week_day(Selection)
Base Odoo	hr_holidays_attendance	HR Attendance Holidays	hr.leave.allocation	Time Off Allocation	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate | actions: action_approve, action_refuse, action_set_to_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_attendance	allocation_type(Selection), date_from(Date), date_to(Date), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_holidays_attendance	HR Attendance Holidays	hr.leave.type	Time Off Type	hr.leave.accrual.plan	Accrual Plan	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_attendance	company_id(Many2one), employee_requests(Selection), name(Char), request_unit(Selection), requires_allocation(Selection)
Base Odoo	hr_holidays_attendance	HR Attendance Holidays	res.users	User	auth_totp.device ; hr.employee ; hr.employee.skill ; hr.resume.line ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; res.device ; res.partner ; res.partner.bank ; res.users ; res.users.apikeys ; res.users.log ; res.users.settings ; resource.resource	Authentication Device ; Employee ; Skill level for an employee ; Resume line of an employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Devices ; Contact ; Bank Accounts ; User ; Users API Keys ; Users Log ; User Settings ; Resources	state: new, active | actions: action_open_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_attendance	company_id(Many2one), department_id(Many2one), employee_id(Many2one), login(Char), name(Char), notification_type(Selection), partner_id(Many2one), state(Selection)
Base Odoo	hr_holidays_contract	Hr Holidays Contract	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_contract	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_holidays_contract	Hr Holidays Contract	hr.employee.base	Basic Employee	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_contract	company_id(Many2one), department_id(Many2one), job_id(Many2one), name(Char)
Base Odoo	hr_holidays_contract	Hr Holidays Contract	hr.leave	Time Off	ir.attachment ; mail.activity ; mail.followers ; mail.message	Attachment ; Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate, cancel | actions: action_approve, action_cancel, action_refuse, action_report_to_next_month, action_reset_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_contract	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), payslip_state(Selection), state(Selection)
Base Odoo	hr_holidays_contract_gantt	Time off - Contract Gantt	hr.leave	Time Off	ir.attachment ; mail.activity ; mail.followers ; mail.message	Attachment ; Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate, cancel | actions: action_approve, action_cancel, action_refuse, action_report_to_next_month, action_reset_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_contract_gantt	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), payslip_state(Selection), state(Selection)
Base Odoo	hr_holidays_gantt	Time off Gantt	hr.leave	Time Off	ir.attachment ; mail.activity ; mail.followers ; mail.message	Attachment ; Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate, cancel | actions: action_approve, action_cancel, action_refuse, action_report_to_next_month, action_reset_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_gantt	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), payslip_state(Selection), state(Selection)
Base Odoo	hr_holidays_gantt	Time off Gantt	hr.leave.report.calendar	Time Off Calendar	-	-	state: cancel, confirm, refuse, validate1, validate | actions: action_approve, action_refuse, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_holidays_gantt	company_id(Many2one), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_hourly_cost	Employee Hourly Wage	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_hourly_cost	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_maintenance	Maintenance - HR	hr.departure.wizard	Departure Wizard	-	-	actions: action_register_departure	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_maintenance	departure_date(Date), departure_reason_id(Many2one), employee_id(Many2one)
Base Odoo	hr_maintenance	Maintenance - HR	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_maintenance	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_maintenance	Maintenance - HR	maintenance.equipment	Maintenance Equipment	mail.activity ; mail.followers ; mail.message ; maintenance.request	Activity ; Document Followers ; Message ; Maintenance Request	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_maintenance	company_id(Many2one), department_id(Many2one), effective_date(Date), employee_id(Many2one), equipment_assign_to(Selection), name(Char)
Base Odoo	hr_maintenance	Maintenance - HR	maintenance.request	Maintenance Request	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	actions: archive_equipment_request, reset_equipment_request	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_maintenance	company_id(Many2one), employee_id(Many2one), kanban_state(Selection), maintenance_team_id(Many2one), name(Char)
Base Odoo	hr_maintenance	Maintenance - HR	res.users	User	auth_totp.device ; hr.employee ; hr.employee.skill ; hr.resume.line ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; res.device ; res.partner ; res.partner.bank ; res.users ; res.users.apikeys ; res.users.log ; res.users.settings ; resource.resource	Authentication Device ; Employee ; Skill level for an employee ; Resume line of an employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Devices ; Contact ; Bank Accounts ; User ; Users API Keys ; Users Log ; User Settings ; Resources	state: new, active | actions: action_open_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_maintenance	company_id(Many2one), department_id(Many2one), employee_id(Many2one), login(Char), name(Char), notification_type(Selection), partner_id(Many2one), state(Selection)
Base Odoo	hr_org_chart	HR Org Chart	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_org_chart	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_org_chart	HR Org Chart	hr.employee.base	Basic Employee	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_org_chart	company_id(Many2one), department_id(Many2one), job_id(Many2one), name(Char)
Base Odoo	hr_org_chart	HR Org Chart	hr.employee.public	Public Employee	hr.employee.public ; hr.employee.skill ; hr.resume.line	Public Employee ; Skill level for an employee ; Resume line of an employee	actions: action_send_appraisal_request	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_org_chart	company_id(Many2one), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char)
Base Odoo	hr_payroll	Payroll	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_payroll	Payroll	hr.contract.history	Contract history	hr.contract	Employee Contract	state: draft, open, close, cancel | actions: action_open_contract_form, action_open_payslips, action_open_salary_attachments, hr_contract_view_form_new_action	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), contract_id(Many2one), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary)
Base Odoo	hr_payroll	Payroll	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.payroll.dashboard.warning	Payroll Dashboard Warning	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	name(Char)
Base Odoo	hr_payroll	Payroll	hr.payroll.declaration.mixin	Payroll Declaration Mixin	hr.payroll.employee.declaration	Payroll Employee Declaration	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), year(Selection)
Base Odoo	hr_payroll	Payroll	hr.payroll.edit.payslip.line	Edit payslip lines wizard line	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	amount(Float), contract_id(Many2one), edit_payslip_lines_wizard_id(Many2one), employee_id(Many2one), name(Char)
Base Odoo	hr_payroll	Payroll	hr.payroll.edit.payslip.lines.wizard	Edit payslip lines wizard	hr.payroll.edit.payslip.line ; hr.payroll.edit.payslip.worked.days.line	Edit payslip lines wizard line ; Edit payslip line wizard worked days	actions: action_validate_edition	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	payslip_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.payroll.edit.payslip.worked.days.line	Edit payslip line wizard worked days	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	amount(Float), edit_payslip_lines_wizard_id(Many2one), name(Char)
Base Odoo	hr_payroll	Payroll	hr.payroll.employee.declaration	Payroll Employee Declaration	-	-	state: draft, pdf_to_generate, pdf_generated	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), employee_id(Many2one), res_id(Many2one_reference), res_model(Char), state(Selection)
Base Odoo	hr_payroll	Payroll	hr.payroll.headcount	Payroll Headcount	hr.payroll.headcount.line	Headcount Line	actions: action_open_lines, action_populate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), date_from(Date), date_to(Date), name(Char)
Base Odoo	hr_payroll	Payroll	hr.payroll.headcount.line	Headcount Line	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	contract_id(Many2one), contract_names(Char), department_id(Many2one), employee_id(Many2one), headcount_id(Many2one), job_id(Many2one), working_rate_ids(Many2many)
